subject,activity,Avg_tBodyAccmean,Avg_tBodyAccstd,Avg_tGravityAccmean,Avg_tGravityAccstd,Avg_tBodyAccJerkmean,Avg_tBodyAccJerkstd,Avg_tBodyGyromean,Avg_tBodyGyrostd,Avg_tBodyGyroJerkmean,Avg_tBodyGyroJerkstd,Avg_tBodyAccMagmean,Avg_tBodyAccMagstd,Avg_tGravityAccMagmean,Avg_tGravityAccMagstd,Avg_tBodyAccJerkMagmean,Avg_tBodyAccJerkMagstd,Avg_tBodyGyroMagmean,Avg_tBodyGyroMagstd,Avg_tBodyGyroJerkMagmean,Avg_tBodyGyroJerkMagstd,Avg_fBodyAccmean,Avg_fBodyAccstd,Avg_fBodyAccJerkmean,Avg_fBodyAccJerkstd,Avg_fBodyGyromean,Avg_fBodyGyrostd,Avg_fBodyAccMagmean,Avg_fBodyAccMagstd,Avg_fBodyBodyAccJerkMagmean,Avg_fBodyBodyAccJerkMagstd,Avg_fBodyBodyGyroMagmean,Avg_fBodyBodyGyroMagstd,Avg_fBodyBodyGyroJerkMagmean,Avg_fBodyBodyGyroJerkMagstd
9,walking upstairs,0.262436476,-0.361444378,0.902647778,-0.954383557,0.069226625,-0.335291645,-0.16396719,-0.343976631,-0.068468959,-0.660419534,-0.260727581,-0.400222037,-0.260727581,-0.400222037,-0.44066754,-0.445485398,-0.083323449,-0.425839761,-0.672840562,-0.748651256,-0.342735953,-0.369815777,-0.40204475,-0.32742199,-0.313941631,-0.361626377,-0.372890349,-0.509929461,-0.419533109,-0.484935752,-0.531482694,-0.456841325,-0.734159449,-0.787781591
10,laying,0.280230574,-0.968283685,-0.453069738,-0.954531942,0.073815064,-0.978007467,-0.019555937,-0.9617132,-0.100308254,-0.965900578,-0.95678182,-0.940301654,-0.95678182,-0.940301654,-0.976234435,-0.967556981,-0.937590999,-0.927471166,-0.970830849,-0.959632932,-0.969184209,-0.967968039,-0.979014669,-0.978904364,-0.953793912,-0.964544566,-0.950848109,-0.944304975,-0.968561122,-0.965377553,-0.937692643,-0.933701315,-0.960976822,-0.960772876
10,sitting,0.270612056,-0.982901826,0.791887198,-0.973128354,0.077537251,-0.988946414,-0.043243218,-0.988873097,-0.093155503,-0.992326657,-0.9607572,-0.939669591,-0.9607572,-0.939669591,-0.988054238,-0.985209856,-0.944202044,-0.963064578,-0.993707488,-0.991696196,-0.984943144,-0.982242428,-0.989365014,-0.989550917,-0.986477363,-0.989712361,-0.955281011,-0.941511953,-0.985900801,-0.983266741,-0.974459733,-0.962459956,-0.992191529,-0.991409101
10,standing,0.276650301,-0.978403482,0.954008785,-0.991259485,0.080978439,-0.96431149,-0.028185433,-0.929895058,-0.104753833,-0.950367548,-0.951988908,-0.937264538,-0.951988908,-0.937264538,-0.965163818,-0.952058215,-0.92978726,-0.92048681,-0.971637662,-0.96440941,-0.970099814,-0.982949246,-0.963565166,-0.968612136,-0.924005913,-0.932273943,-0.940110168,-0.945048243,-0.95163369,-0.952105965,-0.937786743,-0.92296155,-0.965614081,-0.965055815
10,walking,0.278574077,-0.178709734,0.96309215,-0.974435158,0.085794381,-0.052199101,0.010689498,-0.414205475,-0.122709563,-0.366063723,-0.127400912,-0.185602396,-0.127400912,-0.185602396,-0.132624992,0.037608338,-0.15645873,-0.402025136,-0.440363637,-0.501027917,-0.114190001,-0.206366497,-0.107941107,-0.079151827,-0.277913781,-0.458292933,-0.093023742,-0.370471944,0.020518952,0.050208763,-0.41261691,-0.499759797,-0.515065336,-0.517675799
10,walking downstairs,0.290401594,0.295733548,0.939807421,-0.939267613,0.100959387,0.223275806,-0.124839594,-0.304745377,-0.064376401,-0.416986139,0.250843769,0.156998205,0.250843769,0.156998205,0.050701023,0.110877231,-0.023846804,-0.280382851,-0.401854311,-0.494105756,0.215665273,0.324957743,0.181419131,0.156912679,-0.21435028,-0.339514358,0.220115703,-0.061674284,0.156978047,0.03802667,-0.31234751,-0.387780104,-0.484196485,-0.544988519
10,walking upstairs,0.267121853,-0.161591924,0.931861027,-0.959216072,0.06488293,-0.187220176,0.073344717,-0.308534708,-0.157212539,-0.427291344,-0.026662329,-0.21153748,-0.026662329,-0.21153748,-0.262038042,-0.226010198,0.043857385,-0.113062674,-0.523462969,-0.618272355,-0.139410791,-0.171957349,-0.201214322,-0.247598321,-0.218524717,-0.34130162,-0.166866722,-0.361437535,-0.153553147,-0.334365044,-0.265371689,-0.166969378,-0.600582998,-0.671290562
11,laying,0.280592971,-0.98477733,-0.134832031,-0.979565602,0.076664534,-0.985259109,-0.019174384,-0.980836885,-0.102297502,-0.981724838,-0.98062118,-0.972891829,-0.98062118,-0.972891829,-0.983330628,-0.976504859,-0.952523752,-0.954713183,-0.990641248,-0.984476477,-0.983801366,-0.985322212,-0.984884874,-0.987122678,-0.976187471,-0.982424585,-0.973994005,-0.976037696,-0.976940775,-0.975126531,-0.967093356,-0.954849054,-0.985978837,-0.983569468
11,sitting,0.276590197,-0.982796562,0.871963798,-0.988069341,0.076177732,-0.980335164,-0.039998492,-0.988164912,-0.094842348,-0.990501518,-0.961970764,-0.944581826,-0.961970764,-0.944581826,-0.979355635,-0.974511727,-0.951884472,-0.959964488,-0.989519031,-0.986256665,-0.981481454,-0.98338981,-0.98083175,-0.981607942,-0.985106875,-0.989189513,-0.953066009,-0.948521986,-0.975315332,-0.972289134,-0.969799951,-0.960711242,-0.987255973,-0.985607229
11,standing,0.277715563,-0.994978879,0.956464536,-0.994529398,0.076009772,-0.992527404,-0.029314152,-0.980242495,-0.099519356,-0.986690404,-0.984853837,-0.980305369,-0.984853837,-0.980305369,-0.989242377,-0.988853961,-0.979978011,-0.977071437,-0.993428184,-0.992579167,-0.993808051,-0.995573763,-0.992385451,-0.993414564,-0.978301717,-0.981009116,-0.982255414,-0.98150397,-0.988636595,-0.988021231,-0.98257652,-0.977437711,-0.99298102,-0.992277469
11,walking,0.271821893,-0.422842072,0.946468451,-0.981101014,0.082970933,-0.428516344,-0.0426929,-0.596346931,-0.09182042,-0.541616397,-0.288323472,-0.487735915,-0.288323472,-0.487735915,-0.402333202,-0.403141285,-0.421801674,-0.558362783,-0.630732706,-0.753671416,-0.396533732,-0.433703312,-0.453265269,-0.45394304,-0.514753308,-0.623150269,-0.458514063,-0.584455992,-0.395116134,-0.417446816,-0.610222629,-0.599745438,-0.751914457,-0.773574065
11,walking downstairs,0.291605632,0.142456557,0.941746407,-0.954497499,0.089716866,-0.083421265,-0.125068699,-0.374069024,-0.022091627,-0.534374948,0.126227657,0.050774365,0.126227657,0.050774365,-0.19820614,-0.127017223,-0.19788336,-0.339349828,-0.599294761,-0.677750588,0.035193723,0.179906764,-0.120463005,-0.128341631,-0.318777013,-0.397722758,0.090280758,-0.13712306,-0.097454997,-0.173661754,-0.456170109,-0.380559427,-0.668340528,-0.714229669
11,walking upstairs,0.263775859,-0.238802959,0.892626156,-0.953463106,0.096856168,-0.452961684,-0.08209097,-0.50133163,-0.064524541,-0.660431336,-0.132594624,-0.289592148,-0.132594624,-0.289592148,-0.509587701,-0.490485807,-0.255048337,-0.377909862,-0.757314814,-0.80112704,-0.355348902,-0.198733656,-0.495927372,-0.458255021,-0.471782782,-0.517811646,-0.336061027,-0.376027879,-0.475928502,-0.513703461,-0.55009966,-0.381223383,-0.795986114,-0.822428719
12,laying,0.260113433,-0.95531868,-0.378592065,-0.936458309,0.085429539,-0.969276283,-0.014654681,-0.966090742,-0.09904023,-0.967198203,-0.948204676,-0.936542687,-0.948204676,-0.936542687,-0.969843834,-0.962580915,-0.930840594,-0.935725716,-0.971067769,-0.962012018,-0.956248488,-0.955207642,-0.968742759,-0.972820011,-0.956653887,-0.969254585,-0.94386744,-0.942133255,-0.962448419,-0.961653004,-0.945497023,-0.940373828,-0.963949607,-0.961911612
12,sitting,0.275007225,-0.982568782,0.926228975,-0.985203642,0.077127766,-0.976494201,-0.042415918,-0.974425352,-0.094102349,-0.977329927,-0.952176621,-0.9475171,-0.952176621,-0.9475171,-0.97473449,-0.972745893,-0.941907241,-0.946769242,-0.980392338,-0.978260536,-0.979666144,-0.983999477,-0.977109887,-0.977980349,-0.968528985,-0.976339901,-0.955944253,-0.950647189,-0.971715269,-0.972951443,-0.958511867,-0.948460979,-0.978484454,-0.979256387
12,standing,0.277405835,-0.981243992,0.957317822,-0.98531421,0.074463176,-0.972440195,-0.030003043,-0.883655252,-0.097638041,-0.955415642,-0.941459935,-0.935232945,-0.941459935,-0.935232945,-0.968790683,-0.962678857,-0.888101373,-0.852271618,-0.969289974,-0.961923172,-0.976469472,-0.983647207,-0.971971634,-0.975581439,-0.890292711,-0.884385204,-0.945217803,-0.939741929,-0.96085901,-0.964145595,-0.902356766,-0.850033172,-0.963059792,-0.962909739
12,walking,0.277128666,-0.128898533,0.966873515,-0.97911312,0.045764401,-0.013506611,-0.104513671,-0.546263471,-0.062238932,-0.390807238,-0.10220455,-0.236972869,-0.10220455,-0.236972869,-0.144064923,-0.02028505,-0.355930365,-0.413208341,-0.517493775,-0.548890451,-0.05435764,-0.160707261,-0.081619795,-0.031059295,-0.401975932,-0.593142882,-0.153116003,-0.408896299,-0.029912425,-0.013953909,-0.442503784,-0.494802215,-0.561176441,-0.564934013
12,walking downstairs,0.281521097,0.042408492,0.949861981,-0.959504017,0.062150025,0.006319144,-0.112531564,-0.362143062,-0.026466897,-0.278608164,0.018313943,0.097260827,0.018313943,0.097260827,-0.10709102,0.065578127,-0.213351511,-0.320458626,-0.442831079,-0.452449935,0.023504935,0.048334707,-0.007014723,-0.072311432,-0.178856167,-0.422363238,0.148017269,-0.105124972,0.076996837,0.042063125,-0.34493842,-0.423553972,-0.458227491,-0.486780424
12,walking upstairs,0.272970339,-0.290149192,0.938371473,-0.96024629,0.072866081,-0.359856972,-0.09312341,-0.526659296,-0.045563887,-0.549999188,-0.229183927,-0.285844036,-0.229183927,-0.285844036,-0.432469301,-0.329827968,-0.316561586,-0.525686949,-0.674972132,-0.713406712,-0.321447925,-0.278929748,-0.385843754,-0.39060122,-0.426360332,-0.560462964,-0.290005419,-0.395285131,-0.320884463,-0.346565142,-0.594032515,-0.564435087,-0.714332592,-0.733130764
13,laying,0.27671636,-0.968891989,-0.156852206,-0.957875245,0.076777483,-0.98541995,-0.0097361,-0.97214347,-0.101835574,-0.981404743,-0.960517768,-0.947944747,-0.960517768,-0.947944747,-0.985467854,-0.980066243,-0.944303112,-0.944687481,-0.985446265,-0.975113306,-0.97471692,-0.966960088,-0.985199684,-0.987078175,-0.96946349,-0.973446792,-0.959535494,-0.949431319,-0.980754386,-0.97804435,-0.957681621,-0.946133432,-0.978150814,-0.972798632
13,sitting,0.2743285,-0.989546275,0.925576512,-0.981379113,0.075286588,-0.992827264,-0.035512486,-0.985844263,-0.095919849,-0.991371017,-0.957690564,-0.937935739,-0.957690564,-0.937935739,-0.989497839,-0.988813098,-0.951142644,-0.963940591,-0.992604304,-0.991414935,-0.990135478,-0.989410583,-0.992678213,-0.99368217,-0.983218203,-0.986714694,-0.95690156,-0.938529931,-0.988348535,-0.988332303,-0.973258278,-0.964268098,-0.991723742,-0.991219446
13,standing,0.277758431,-0.991020759,0.942695297,-0.992232402,0.075863096,-0.987636104,-0.029549216,-0.955577396,-0.098119999,-0.978465125,-0.971564243,-0.968519674,-0.971564243,-0.968519674,-0.986800028,-0.981865617,-0.957825372,-0.944980198,-0.983637635,-0.97619766,-0.989425966,-0.991817705,-0.988198277,-0.988185113,-0.957154108,-0.955818412,-0.972393559,-0.970445379,-0.981977536,-0.980621263,-0.957488799,-0.946857485,-0.977197404,-0.97646733
13,walking,0.27588313,-0.346980394,0.910855709,-0.972544922,0.080959023,-0.220910068,-0.017420763,-0.376059914,-0.096659859,-0.216812065,-0.135643868,-0.292546377,-0.135643868,-0.292546377,-0.133205035,-0.131788529,-0.218669558,-0.253240072,-0.30350821,-0.32211838,-0.335030121,-0.353299849,-0.290460802,-0.21971616,-0.192856474,-0.435714711,-0.234600866,-0.438388953,-0.152111501,-0.113591924,-0.267472374,-0.379951835,-0.338527134,-0.349285611
13,walking downstairs,0.294907553,-0.068156363,0.94187562,-0.952643084,0.101704538,-0.074090805,-0.122672202,-0.417014162,-0.064719984,-0.463736674,-0.02946343,-0.01560982,-0.02946343,-0.01560982,-0.127926052,-0.043395984,-0.102114481,-0.236762631,-0.323552439,-0.27649151,-0.072660266,-0.068043622,-0.114851556,-0.114744976,-0.319677125,-0.452190387,0.052879188,-0.210912766,-0.028215666,-0.070989384,-0.206121707,-0.400560061,-0.266399903,-0.343094861
13,walking upstairs,0.25820394,-0.296284597,0.847634313,-0.946441502,0.069244207,-0.48732554,-0.138293762,-0.541066687,-0.066481718,-0.631037584,-0.101153502,-0.326339622,-0.101153502,-0.326339622,-0.456190454,-0.451225931,-0.237182958,-0.415658606,-0.631964902,-0.669216383,-0.382460736,-0.266081292,-0.506212136,-0.514337759,-0.482113008,-0.562911003,-0.367522801,-0.409065516,-0.425100007,-0.491090809,-0.485477309,-0.4707708,-0.656088544,-0.7122615
14,laying,0.23327544,-0.917501887,-0.145483632,-0.862136937,0.098140385,-0.971473557,0.005052212,-0.957221015,-0.105446637,-0.970274963,-0.90597825,-0.856593119,-0.90597825,-0.856593119,-0.972576393,-0.966450909,-0.904665418,-0.913433186,-0.975621183,-0.964009922,-0.933936178,-0.911972655,-0.972010709,-0.973491388,-0.949959041,-0.959740489,-0.899463669,-0.859606047,-0.967988596,-0.963607434,-0.930151731,-0.917760105,-0.966455343,-0.963666018
14,sitting,0.279990577,-0.976302248,0.93903876,-0.976280399,0.074187884,-0.980890655,-0.044040333,-0.980829981,-0.092161458,-0.99028424,-0.944197944,-0.92549583,-0.944197944,-0.92549583,-0.976521006,-0.973343389,-0.942756369,-0.947081158,-0.988317607,-0.98696399,-0.976456609,-0.976303057,-0.981566649,-0.981920831,-0.978577118,-0.981573087,-0.940589853,-0.929193937,-0.972985343,-0.972959409,-0.963320541,-0.946517964,-0.987324239,-0.987065178
14,standing,0.280545614,-0.973268905,0.875319569,-0.972005366,0.073793375,-0.978248526,-0.022088653,-0.961091762,-0.100718459,-0.969948875,-0.943456847,-0.936735577,-0.943456847,-0.936735577,-0.972965788,-0.970437183,-0.943530017,-0.931426204,-0.974873328,-0.966834217,-0.972699563,-0.973605554,-0.97818164,-0.980396602,-0.957111767,-0.962741033,-0.94971506,-0.93979987,-0.970214126,-0.969677516,-0.944405564,-0.934815561,-0.969175637,-0.966019259
14,walking,0.271959599,-0.402639098,0.802973962,-0.974816884,0.072087791,-0.45449702,-0.003476551,-0.600388222,-0.110656055,-0.571759912,-0.144404672,-0.363805628,-0.144404672,-0.363805628,-0.377293155,-0.439746918,-0.137208742,-0.201401931,-0.519895047,-0.606103314,-0.421498173,-0.395859986,-0.472360617,-0.48479771,-0.508595852,-0.630082076,-0.373516771,-0.457490009,-0.431591453,-0.453426009,-0.31138645,-0.265504552,-0.591036936,-0.655677662
14,walking downstairs,0.293422116,0.01783134,0.81629643,-0.919098794,0.042863163,0.012959755,-0.014707965,-0.354551638,-0.108620378,-0.537002098,0.185537707,0.428405923,0.185537707,0.428405923,0.035360138,0.194708839,0.166340012,-0.066514457,-0.275120883,-0.274744004,0.021254155,0.014082609,-0.033782046,-0.030239637,-0.295315542,-0.378882873,0.471905155,0.178684581,0.186223478,0.194263424,-0.078756841,-0.223927431,-0.254747132,-0.356849425
14,walking upstairs,0.262421066,-0.309396718,0.688256122,-0.928523641,0.080330302,-0.368780419,0.081384169,-0.454283338,-0.128266668,-0.646611034,0.140108204,-0.019768669,0.140108204,-0.019768669,-0.283663836,-0.337086267,0.365779419,0.29997598,-0.39992195,-0.485819294,-0.323508442,-0.304980248,-0.383497147,-0.41096787,-0.441048359,-0.464742934,-0.075985181,-0.143253889,-0.288744334,-0.409847649,0.048858867,0.236659662,-0.457250612,-0.564964076
15,laying,0.289475653,-0.972255552,-0.171993055,-0.961509743,0.076751544,-0.981739387,-0.016830089,-0.957167681,-0.102266714,-0.973923951,-0.955340662,-0.943314108,-0.955340662,-0.943314108,-0.979890228,-0.973644463,-0.944605127,-0.924043008,-0.983235025,-0.973650042,-0.974016177,-0.971718825,-0.981329999,-0.983949291,-0.955413596,-0.958224495,-0.956001034,-0.94550856,-0.973681223,-0.972530078,-0.946812642,-0.923682245,-0.975727854,-0.972645711
15,sitting,0.27290338,-0.987084356,0.890364262,-0.982620884,0.078479279,-0.988162334,-0.037711113,-0.988204115,-0.095364907,-0.992889043,-0.958669836,-0.937977906,-0.958669836,-0.937977906,-0.986107839,-0.984639018,-0.957331628,-0.963475075,-0.992188894,-0.989720049,-0.986619609,-0.987384779,-0.988106102,-0.98931436,-0.98615258,-0.988881931,-0.949752001,-0.941195938,-0.984689437,-0.983276252,-0.97376218,-0.963378228,-0.990180959,-0.989503942
15,standing,0.278915804,-0.988949247,0.9655289,-0.988432085,0.07522807,-0.985459068,-0.026243356,-0.947790802,-0.101358786,-0.971514312,-0.961207616,-0.948600433,-0.961207616,-0.948600433,-0.981495126,-0.979994801,-0.946961381,-0.931286779,-0.984407078,-0.981432828,-0.986724999,-0.990060963,-0.985353493,-0.986934134,-0.950380286,-0.948275234,-0.960337344,-0.950204046,-0.979078786,-0.980184087,-0.9567339,-0.928838304,-0.983188092,-0.980329709
15,walking,0.273899208,-0.327961801,0.951524391,-0.978397288,0.089777072,-0.373217585,-0.055488385,-0.32962462,-0.077669275,-0.283767987,-0.186514651,-0.323878324,-0.186514651,-0.323878324,-0.320129323,-0.310071425,-0.243711124,-0.425798469,-0.543979501,-0.637785955,-0.31744092,-0.332520627,-0.390821985,-0.411500068,-0.25339936,-0.357633379,-0.275156242,-0.458344792,-0.289753952,-0.342411928,-0.489166384,-0.481750219,-0.645075178,-0.654010147
15,walking downstairs,0.280198851,0.406471051,0.9323022,-0.942806478,0.071145716,0.134593836,-0.136618653,-0.318692526,-0.048253208,-0.455980756,0.320449387,0.353204008,0.320449387,0.353204008,-0.037266607,0.159631711,-0.121686321,-0.284249712,-0.509466648,-0.563640131,0.235309826,0.466325681,0.061968749,0.108062741,-0.227359565,-0.35163,0.331150229,0.153124178,0.158413335,0.150507751,-0.373898631,-0.349387206,-0.565396131,-0.593472444
15,walking upstairs,0.270187596,-0.026097184,0.918544812,-0.952562396,0.072972433,-0.186944665,0.090334003,-0.415251318,-0.144485987,-0.52553395,-0.000971395,-0.136552217,-0.000971395,-0.136552217,-0.316050382,-0.313363553,-0.201217274,-0.288429009,-0.663637118,-0.748954849,-0.074632843,-0.008382438,-0.237053073,-0.207231605,-0.361096857,-0.437225328,-0.165242148,-0.255659341,-0.26195668,-0.391313399,-0.453693566,-0.30858587,-0.731422358,-0.793104483
16,laying,0.274227163,-0.973691429,-0.206783742,-0.963761978,0.078396027,-0.988416724,-0.016154541,-0.97701077,-0.102209572,-0.985835459,-0.961834635,-0.957895928,-0.961834635,-0.957895928,-0.988349657,-0.987891004,-0.9517771,-0.959020036,-0.990839526,-0.988212425,-0.980213187,-0.971409075,-0.988580046,-0.989287359,-0.975892407,-0.977509584,-0.968020521,-0.958111896,-0.987514525,-0.98724716,-0.970249639,-0.958975084,-0.988695278,-0.988058401
16,sitting,0.280768574,-0.986825605,0.942457378,-0.980158243,0.073434672,-0.990861135,-0.041201404,-0.981037373,-0.095720452,-0.989583279,-0.961879681,-0.941051236,-0.961879681,-0.941051236,-0.987472699,-0.983615334,-0.946417382,-0.937942405,-0.992444606,-0.988261253,-0.987043829,-0.986892418,-0.990964251,-0.991567868,-0.978632857,-0.982057861,-0.958335481,-0.94258825,-0.983968636,-0.982190555,-0.954060994,-0.938863215,-0.989363136,-0.987506349
16,standing,0.283497403,-0.989076812,0.941587749,-0.98535969,0.073643891,-0.991026497,-0.029933729,-0.973400108,-0.100107333,-0.987102323,-0.969948825,-0.957294494,-0.969948825,-0.957294494,-0.989205232,-0.986761551,-0.972528178,-0.964105768,-0.992848576,-0.990809427,-0.989427671,-0.989100621,-0.991038639,-0.99184715,-0.973157352,-0.973926885,-0.971082558,-0.957173572,-0.986502688,-0.985912717,-0.975448632,-0.963574736,-0.99117243,-0.990672801
16,walking,0.276023565,-0.404692524,0.925981326,-0.982469595,0.077022377,-0.396223738,-0.015172191,-0.654171847,-0.110917348,-0.675889723,-0.258766694,-0.471809267,-0.258766694,-0.471809267,-0.363144484,-0.403386564,-0.485931933,-0.665078404,-0.671541834,-0.722808438,-0.394790434,-0.409070488,-0.441406183,-0.402884115,-0.595746486,-0.673741137,-0.410463242,-0.592150985,-0.378278491,-0.441447755,-0.669228541,-0.721137002,-0.72068229,-0.745726854
16,walking downstairs,0.295586802,0.207251998,0.917818427,-0.957785118,0.090785706,-0.101186927,-0.022537337,-0.454188471,-0.103904045,-0.623676024,0.191079794,0.119183741,0.191079794,0.119183741,-0.165908811,-0.078349888,-0.309820427,-0.422315317,-0.590896636,-0.595822214,0.036826353,0.266115492,-0.155444883,-0.125682818,-0.420844009,-0.470373499,0.114032089,-0.053413718,-0.074565908,-0.091962337,-0.48825394,-0.479939846,-0.58966315,-0.633479805
16,walking upstairs,0.255986103,-0.397083832,0.826874283,-0.948413553,0.076252668,-0.52108914,0.071840888,-0.508087167,-0.140908294,-0.707264169,-0.233990332,-0.33479508,-0.233990332,-0.33479508,-0.48321905,-0.49306713,-0.308260568,-0.518189646,-0.737705162,-0.797293228,-0.474984015,-0.369636141,-0.546088863,-0.53807309,-0.532399716,-0.509896031,-0.370649738,-0.418924256,-0.475597718,-0.51993124,-0.630546675,-0.532486722,-0.787833632,-0.825314327
17,laying,0.269780086,-0.972960567,-0.19913309,-0.961063222,0.077908975,-0.981489017,-0.023475647,-0.975893062,-0.102049764,-0.980792372,-0.953021411,-0.948257994,-0.953021411,-0.948257994,-0.981607628,-0.980126745,-0.960733122,-0.959325499,-0.985542411,-0.982038121,-0.97435928,-0.972438525,-0.981472069,-0.983213244,-0.971949211,-0.977203498,-0.961046326,-0.949042532,-0.979687319,-0.979657231,-0.969014445,-0.960023839,-0.982765526,-0.981983438
17,sitting,0.27735702,-0.994443905,0.944883748,-0.990196617,0.075070986,-0.994340603,-0.042549159,-0.989638326,-0.094247697,-0.995255937,-0.972747346,-0.965065191,-0.972747346,-0.965065191,-0.992814715,-0.991446499,-0.967177744,-0.975410255,-0.996334795,-0.994446756,-0.993969382,-0.994657314,-0.994542621,-0.994613162,-0.988411068,-0.99004126,-0.973626755,-0.96539968,-0.99142725,-0.990319626,-0.983369292,-0.974710853,-0.995204564,-0.993624524
17,standing,0.277942503,-0.99116392,0.904678547,-0.985751366,0.074086496,-0.992094006,-0.026957694,-0.981373083,-0.101289169,-0.989257196,-0.977635981,-0.97537731,-0.977635981,-0.97537731,-0.991742754,-0.990363248,-0.978184577,-0.977680837,-0.993672974,-0.992372117,-0.990927534,-0.991318528,-0.992129226,-0.992775378,-0.980696264,-0.981791318,-0.980967748,-0.975504841,-0.990162799,-0.989472087,-0.984291132,-0.977263419,-0.992723939,-0.992177304
17,walking,0.272341855,-0.319500173,0.928112369,-0.980983352,0.077318858,-0.355492635,-0.009222655,-0.479813513,-0.109959238,-0.431296148,-0.151151488,-0.461837867,-0.151151488,-0.461837867,-0.301093269,-0.275672786,-0.335009837,-0.522494764,-0.517167441,-0.539708491,-0.360991675,-0.304806274,-0.423446095,-0.343866129,-0.407716709,-0.504849291,-0.429380043,-0.565162508,-0.335938892,-0.21123186,-0.518618059,-0.615320078,-0.58271186,-0.520385479
17,walking downstairs,0.293918283,0.18771976,0.928817578,-0.950026242,0.118250858,-0.103436471,0.067772839,-0.370436869,-0.107770029,-0.526801825,0.148951104,0.091407676,0.148951104,0.091407676,-0.221631694,-0.206576684,-0.232641763,-0.352687281,-0.540325788,-0.592319491,-0.022623917,0.258941676,-0.215092049,-0.071876703,-0.316412963,-0.393194732,0.058068052,-0.061887677,-0.1886804,-0.236538516,-0.409438758,-0.428868688,-0.57734888,-0.643399204
17,walking upstairs,0.252604769,-0.062952754,0.853530566,-0.949460372,0.076804417,-0.292665827,-0.030425057,-0.496562733,-0.142655398,-0.606044344,-0.012806228,-0.10287773,-0.012806228,-0.10287773,-0.357233898,-0.39091245,-0.235191249,-0.44083726,-0.637367491,-0.682311629,-0.139752221,-0.035538117,-0.360272226,-0.287219038,-0.416223018,-0.524468392,-0.150305643,-0.217393171,-0.360299853,-0.437383108,-0.504066957,-0.49644458,-0.669008764,-0.724155743
18,laying,0.274691577,-0.984527649,-0.220600509,-0.982715988,0.074998501,-0.985921071,-0.025176181,-0.992872598,-0.099715424,-0.996104441,-0.986456242,-0.986464543,-0.986456242,-0.986464543,-0.98832154,-0.989526278,-0.980740847,-0.980560878,-0.993095123,-0.992153054,-0.985179972,-0.984321858,-0.986404709,-0.986641246,-0.992436928,-0.993019372,-0.986788412,-0.987648484,-0.988548418,-0.989710657,-0.984329092,-0.981468842,-0.991901008,-0.992737962
18,sitting,0.277270019,-0.994347989,0.909816469,-0.994043771,0.076622889,-0.991624662,-0.033305703,-0.991956959,-0.095472323,-0.994170191,-0.983674152,-0.981595286,-0.983674152,-0.981595286,-0.989869575,-0.991159351,-0.977634992,-0.981372676,-0.99487344,-0.994868914,-0.99314492,-0.994906566,-0.99192471,-0.992039061,-0.9899615,-0.992575399,-0.984781467,-0.982226152,-0.990407076,-0.991044298,-0.986535242,-0.981252633,-0.994808188,-0.994967622
18,standing,0.278458806,-0.992019763,0.94757324,-0.994270075,0.075353948,-0.989436674,-0.026587325,-0.96225425,-0.098717402,-0.981970966,-0.972607495,-0.972285545,-0.972607495,-0.972285545,-0.985965294,-0.986015286,-0.963006793,-0.959797118,-0.988685955,-0.988519666,-0.990409919,-0.992789068,-0.989544971,-0.990287933,-0.964428926,-0.962272712,-0.976797646,-0.973264854,-0.984987073,-0.986277357,-0.972352593,-0.959113457,-0.988960669,-0.988407465
18,walking,0.273887759,-0.376005521,0.923865249,-0.983010883,0.076752428,-0.368056914,-0.039939972,-0.704439778,-0.09664353,-0.578133968,-0.287908078,-0.460346465,-0.287908078,-0.460346465,-0.379269262,-0.425418661,-0.500471148,-0.608510091,-0.636485897,-0.726591779,-0.371475156,-0.378068199,-0.414797154,-0.375992795,-0.609673434,-0.73490139,-0.424386734,-0.565563057,-0.414037751,-0.444453486,-0.620331394,-0.668908147,-0.710596311,-0.769408386
18,walking downstairs,0.288439469,-0.302634565,0.932277478,-0.960404875,0.080904405,-0.387223932,-0.057654866,-0.502473034,-0.083656657,-0.676716182,-0.293531974,-0.229934247,-0.293531974,-0.229934247,-0.466516044,-0.382517333,-0.381022815,-0.507995478,-0.701663074,-0.744159519,-0.350086793,-0.285535872,-0.412728287,-0.416050501,-0.489232275,-0.51394709,-0.241973535,-0.344299434,-0.383398713,-0.386565072,-0.604735414,-0.533844932,-0.744236045,-0.763430802
18,walking upstairs,0.265401202,-0.380168287,0.883330258,-0.961738807,0.081240203,-0.563202135,-0.047068392,-0.593841504,-0.089995304,-0.760689029,-0.279146313,-0.37184157,-0.279146313,-0.37184157,-0.601463948,-0.57933032,-0.3691086,-0.528058134,-0.781652689,-0.835525128,-0.465097262,-0.350639841,-0.58941059,-0.575331252,-0.59232371,-0.600711296,-0.436561064,-0.436218933,-0.574481397,-0.587926077,-0.654029089,-0.533044636,-0.826193161,-0.860910992
19,laying,0.272653733,-0.96501958,-0.680043155,-0.958959611,0.0772318,-0.983605223,-0.031207273,-0.981357611,-0.095601827,-0.976105663,-0.966260807,-0.963193489,-0.966260807,-0.963193489,-0.98478434,-0.980668288,-0.953263433,-0.955906647,-0.985342498,-0.980245511,-0.97453373,-0.962085001,-0.983478562,-0.985278007,-0.974196218,-0.983944795,-0.971957401,-0.964056774,-0.980621564,-0.979452188,-0.965624724,-0.957496024,-0.98189047,-0.979327847
